,price,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path,encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7,encoded_8,encoded_9,encoded_10,encoded_11,encoded_12,encoded_13,encoded_14,encoded_15,encoded_16,encoded_17,encoded_18,encoded_19,encoded_20,encoded_21,encoded_22,encoded_23,encoded_24,encoded_25,encoded_26,encoded_27,encoded_28,encoded_29,encoded_30,encoded_31,encoded_32,encoded_33,encoded_34,encoded_35,encoded_36,encoded_37,encoded_38,encoded_39,encoded_40,encoded_41,encoded_42,encoded_43,encoded_44,encoded_45,encoded_46,encoded_47,encoded_48,encoded_49
0,120.0,60.0,60.0,Goed,Acryl,Handgesigneerd,Ingelijst,76.0,76.0,2000 t/m Heden,Street Art,Dieren,"Shunyam - Acryl op doek, Kip in de wei - Ingelijst",..\data\0000.png,-1.8242357969284058,-3.4041457176208496,-2.1665124893188477,-1.689331293106079,0.534625232219696,1.3152369260787964,-0.47246989607810974,-0.26402217149734497,-0.4845101535320282,-1.841841459274292,1.1921459436416626,0.5647634863853455,-2.5160183906555176,-3.1602108478546143,-0.07399069517850876,1.1658169031143188,1.0117233991622925,-1.2175315618515015,-0.8137726187705994,-3.0957534313201904,-2.5120327472686768,-1.9322818517684937,-0.8896613121032715,-1.19619882106781,-1.5543875694274902,-2.0163817405700684,-0.808090329170227,-1.5972025394439697,-0.6498459577560425,2.7009854316711426,0.5845925807952881,-0.12553082406520844,0.5100501179695129,0.24559232592582703,-3.4229531288146973,-0.33436721563339233,3.0937485694885254,-5.605122089385986,-0.6845506429672241,0.8264755010604858,0.1591218113899231,-0.6942710876464844,-3.144589900970459,-1.9695322513580322,-0.5062935948371887,2.5785105228424072,1.9277422428131104,-1.3798491954803467,-6.001906871795654,1.52019202709198
1,275.0,26.0,38.0,Nieuwstaat,Olieverf,Handgesigneerd,Ingelijst,35.0,47.0,1945 t/m 1999,Klassiek,Landschap,"Thomas Buechner - Bottcher’s tobacco farm, olieverf op paneel (prachtig ingelijst)",..\data\0001.png,1.229254126548767,-1.5809988975524902,0.9109148979187012,-2.84295392036438,2.6724371910095215,-2.115541458129883,3.7424182891845703,-1.8551750183105469,0.6424275636672974,-5.7378153800964355,2.9025065898895264,-2.85201096534729,0.6694337725639343,-4.272966384887695,-0.2717973589897156,2.161888360977173,1.1590873003005981,-6.123721599578857,1.1189452409744263,-2.6256330013275146,-2.421137809753418,-2.45024037361145,-0.10872383415699005,-0.49530330300331116,-1.732458233833313,-1.7251485586166382,-0.7964648604393005,0.10399016737937927,-0.5034976005554199,-0.14802893996238708,0.03249572217464447,1.6027569770812988,1.3304349184036255,0.23614534735679626,-3.0764739513397217,-3.1114370822906494,1.4985194206237793,-1.962638258934021,2.242339611053467,2.2456157207489014,-3.0439646244049072,-0.3266170620918274,-2.514963388442993,-1.9235968589782715,-0.4651617109775543,2.1248576641082764,0.5072234869003296,-0.6692444682121277,-2.4682958126068115,2.5149800777435303
2,120.0,70.0,60.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,84.0,74.0,1945 t/m 1999,Impressionistisch,Stilleven,"Harry Zeegers - 6303, Bloemstilleven",..\data\0002.png,0.05971343815326691,-0.6625469923019409,2.300593852996826,-2.8811757564544678,2.521129846572876,0.38105180859565735,4.979431629180908,-0.677931010723114,-0.577900767326355,-4.009392261505127,1.5755637884140015,-3.594642400741577,-3.2500786781311035,-4.150390625,-0.6831693649291992,4.60475492477417,-0.1578216701745987,-4.26966667175293,0.45855018496513367,-1.749231219291687,-2.9696152210235596,-0.5681831240653992,0.3928018808364868,-1.6486159563064575,-1.6511609554290771,-0.0212861280888319,-1.169442057609558,0.08475477993488312,-0.9729840159416199,3.2574546337127686,-2.208238124847412,1.8777174949645996,0.14587663114070892,1.335007667541504,-4.092949390411377,-1.9971920251846313,-1.250015139579773,-2.18117618560791,-0.11539261788129807,-1.3805216550827026,-1.113019585609436,-1.056166410446167,-3.591499090194702,0.20333144068717957,-0.12402137368917465,-1.995800256729126,3.2277891635894775,-2.846195697784424,-1.8809292316436768,-1.9875781536102295
3,175.0,32.0,51.0,Goed,Olieverf,Handgesigneerd,Ingelijst,37.0,56.0,1900 t/m 1944,Impressionistisch,Stadsgezicht,"Wim Helder - olieverf op doek op board, Parijs jaren '30",..\data\0003.png,-1.5395779609680176,0.19677293300628662,2.3171260356903076,1.4190598726272583,2.5845203399658203,-2.1239240169525146,2.337287425994873,-1.3707547187805176,1.3291867971420288,-4.6552653312683105,1.3431602716445923,-3.4483768939971924,-1.7671490907669067,-0.7759189009666443,-1.114180326461792,8.338932037353516,0.652036726474762,-5.251924991607666,-0.41740816831588745,-1.2340517044067383,1.4418977499008179,2.088371515274048,1.674895167350769,-3.1343605518341064,-2.2434158325195312,2.953639268875122,-3.3030319213867188,-0.8468273282051086,1.2678090333938599,0.9037938714027405,-7.458424091339111,1.5496703386306763,-0.6791111826896667,-3.242197036743164,0.3163916766643524,1.2490900754928589,-0.9414248466491699,-0.10879790782928467,0.8924866914749146,-0.5357401371002197,-1.492004156112671,0.557356059551239,-3.0526652336120605,1.550477147102356,-0.3736189305782318,-2.5239109992980957,1.2773712873458862,-1.5305489301681519,-1.8343170881271362,-1.2047780752182007
4,295.0,41.0,60.0,Goed,Olieverf,Handgesigneerd,Ingelijst,49.0,68.0,1900 t/m 1944,Impressionistisch,Landschap,Willem Witjens - olieverf op doek - sneeuwlandschap,..\data\0004.png,-4.207170009613037,-4.790520191192627,-2.0816023349761963,-0.8389503359794617,-0.022149858996272087,2.6499650478363037,0.08380451798439026,0.11432598531246185,-4.002717018127441,-0.3269413411617279,0.9588941931724548,0.8300418853759766,-2.6762986183166504,0.16948990523815155,2.746593475341797,0.5987189412117004,0.6297655701637268,-1.595236897468567,-2.2848587036132812,-0.8676294088363647,-0.8029405474662781,-0.21745194494724274,-0.3818620443344116,-1.2869677543640137,2.048243522644043,1.2803764343261719,1.1862467527389526,-4.82193660736084,1.7802079916000366,0.6349727511405945,1.1607086658477783,-0.39581555128097534,-0.4390808343887329,2.535896062850952,0.20181819796562195,-0.693303108215332,2.2094147205352783,-6.245754241943359,0.5290053486824036,2.2069528102874756,-3.4813196659088135,-0.3459070324897766,-0.43411192297935486,-1.501185655593872,1.402405023574829,4.141665935516357,-0.9134962558746338,-2.2918055057525635,-5.042120456695557,-2.120518684387207
5,250.0,80.0,70.0,Goed,Olieverf,Handgesigneerd,Ingelijst,84.0,73.0,1945 t/m 1999,Modern,Stadsgezicht,Toos van Holstein - Venetië,..\data\0005.png,0.7447853684425354,-0.8526798486709595,1.1756685972213745,0.2429003119468689,1.799310326576233,-0.3569709360599518,5.297779560089111,0.9744642376899719,-0.24758927524089813,-1.5216295719146729,1.2687286138534546,-0.14789460599422455,-3.9784908294677734,-1.322784662246704,-1.936824917793274,1.2338743209838867,2.4850409030914307,-0.8454000353813171,1.5195485353469849,-0.2486819177865982,-2.111952066421509,-4.0705952644348145,-0.731460452079773,-1.7353280782699585,-2.762491226196289,0.024693401530385017,-0.7404600381851196,-1.384521722793579,-0.7081773281097412,-2.967176675796509,-3.7216386795043945,-1.4533967971801758,0.631447434425354,-1.7295719385147095,-2.015360116958618,-3.2233986854553223,1.649236798286438,-1.5628787279129028,-2.3468635082244873,0.8700951933860779,-3.339825391769409,2.7637107372283936,-1.335426688194275,-0.32338324189186096,-2.1933727264404297,-2.2766714096069336,-0.30278050899505615,2.0792274475097656,-2.535536289215088,-0.2254672348499298
6,175.0,40.0,50.0,Goed,Olieverf,Handgesigneerd,Ingelijst,51.0,61.0,1945 t/m 1999,Klassiek,Landschap,Jan Simon Knikker (jr.) - De Linge bij den Deijl,..\data\0006.png,-4.6356682777404785,1.4171429872512817,-0.8453982472419739,-2.655794858932495,0.9208458065986633,0.4146918058395386,3.422731876373291,-0.6256646513938904,-2.25506591796875,1.7623564004898071,3.2145650386810303,-3.027536392211914,-3.309272050857544,-1.9061033725738525,-0.1523292064666748,1.6138094663619995,1.7313774824142456,-1.9171302318572998,-0.4237072169780731,-2.4958384037017822,-0.6975283026695251,-1.9212790727615356,-1.9821683168411255,-1.0753093957901,-1.307018756866455,-4.346034049987793,-0.5275583267211914,-2.2974932193756104,-0.9098169803619385,3.252453565597534,-3.5802395343780518,3.6507227420806885,-0.42312878370285034,1.5056281089782715,0.2529810965061188,-0.23427927494049072,2.332622528076172,-4.348685264587402,-0.2305324524641037,1.8767184019088745,-1.659547209739685,0.6325962543487549,1.7721589803695679,-2.1135785579681396,-1.3250118494033813,1.041236162185669,-0.7356762886047363,-1.4372131824493408,-3.1903796195983887,0.8204869031906128
7,250.0,70.0,52.0,Nieuwstaat,Gemengde Techniek,Handgesigneerd,Ingelijst,109.0,79.0,2000 t/m Heden,Abstract,Figuren,William Remory - in de ban,..\data\0007.png,-1.7618277072906494,-0.8737555146217346,-0.3721652030944824,1.2054442167282104,0.7609043121337891,-1.6245689392089844,2.124586820602417,-0.6544895768165588,0.9028445482254028,-3.0011181831359863,-1.4886926412582397,-2.721059799194336,-1.0892654657363892,-0.684360146522522,-2.31729793548584,4.715723991394043,-1.325158953666687,-1.564335823059082,-1.2731592655181885,-3.1421186923980713,-0.6572872400283813,0.2715471386909485,0.004069674760103226,-0.5003651976585388,-2.8751235008239746,-1.5740714073181152,-5.275059700012207,-0.3854091763496399,0.6503658294677734,2.8611340522766113,-5.161165237426758,-0.2490006685256958,0.9220578670501709,-1.215933084487915,-2.220860004425049,-1.969753623008728,1.765561819076538,-3.3060476779937744,-2.2085137367248535,-0.5483908653259277,-3.8139474391937256,4.907501697540283,-2.5295066833496094,1.5810503959655762,-2.766160011291504,-1.7889394760131836,0.7118163108825684,0.3732203245162964,-2.8187897205352783,0.9626463651657104
8,250.0,51.0,40.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,57.0,47.0,1900 t/m 1944,Impressionistisch,Stilleven,Henri van Os-Delhez - C3892-1 - Stilleven met rozen,..\data\0008.png,-0.0738917738199234,-2.133021593093872,0.5853551626205444,-1.4473429918289185,1.6533981561660767,0.44531452655792236,3.012674331665039,-1.0100114345550537,1.2114747762680054,-3.048487663269043,1.7358657121658325,-4.414449691772461,-1.733708381652832,-0.26720279455184937,-0.8256449103355408,3.620711326599121,1.6949645280838013,-3.6526901721954346,-0.8352435827255249,-3.2842161655426025,0.12045418471097946,-0.273181676864624,-0.5576512813568115,-0.5643841624259949,-2.4823572635650635,0.7530804872512817,-1.0551424026489258,0.02975163236260414,-0.06166350468993187,-0.5649186968803406,-1.8309643268585205,0.9108056426048279,1.7375116348266602,-0.5088251829147339,-0.6956935524940491,0.2155991643667221,1.3178484439849854,-4.439564228057861,-1.9279816150665283,0.07600249350070953,-0.3501300811767578,-0.9502241611480713,-2.508702278137207,-0.2525259256362915,-1.3272547721862793,2.281360626220703,0.25398409366607666,-1.5003423690795898,-2.7209558486938477,-2.359738826751709
9,200.0,100.0,70.0,Goed,Olieverf,Ongesigneerd,Ingelijst,102.0,72.0,1945 t/m 1999,Expressionistisch,Figuren,"Berry Brugman - Olieverf op doek, Visser - Ingelijst",..\data\0009.png,1.3146413564682007,-0.8227831721305847,0.21737684309482574,0.8629323840141296,-0.7237273454666138,-0.2613891363143921,2.5563039779663086,-1.0934184789657593,1.0879625082015991,-0.17036302387714386,2.83105731010437,-2.02903413772583,-2.403069019317627,-1.8610889911651611,0.7832679152488708,4.10709810256958,-0.7709847688674927,-2.503453254699707,0.050537653267383575,-2.5610501766204834,-5.535586833953857,-1.7522342205047607,0.5452734231948853,-0.6942644715309143,0.36663907766342163,0.9275406002998352,-2.9212749004364014,-2.010190486907959,1.89608895778656,-1.3387038707733154,-0.7240394949913025,0.09889163076877594,-1.8742738962173462,-1.9416342973709106,-4.3330793380737305,0.8054217100143433,-0.8586363792419434,-5.710638523101807,-0.8018683195114136,2.046248197555542,-0.6578205823898315,1.5732383728027344,-0.8123108148574829,0.8698257207870483,1.1300554275512695,-0.4140262305736542,1.2008129358291626,0.31290674209594727,-2.882648468017578,1.2274760007858276
10,110.0,31.0,50.0,Beschadigd,Olieverf,Handgesigneerd,Ingelijst,46.0,66.0,1900 t/m 1944,Impressionistisch,Dieren,Aris Knikker - C2609-2 Drinkende koeien,..\data\0010.png,-3.2562272548675537,-3.577388048171997,-1.0744109153747559,-0.7921099662780762,-0.5576524138450623,0.6499460339546204,0.7875285148620605,-1.1988953351974487,-0.348354309797287,-1.5784460306167603,0.7660914659500122,-3.2098355293273926,-1.8385058641433716,-3.4592106342315674,-2.0903775691986084,4.633110046386719,-1.564681053161621,-1.776954174041748,-0.06130317598581314,-0.7476362586021423,-2.8951261043548584,-0.17370450496673584,1.2629458904266357,-2.017677068710327,-3.123816967010498,0.9245609045028687,-6.538070201873779,0.3406294286251068,-0.2689073085784912,1.005786418914795,-4.3068766593933105,1.9107848405838013,0.1781507283449173,0.17117586731910706,0.9511555433273315,-1.9105050563812256,-0.09218454360961914,-3.5842580795288086,-2.6563560962677,-2.004066228866577,-1.4101061820983887,2.9337024688720703,-3.421649932861328,-1.328735589981079,-1.2780035734176636,-0.07851970195770264,5.068345069885254,0.5968644022941589,-1.7273681163787842,-1.6523692607879639
